mean,"
10-2000
2400/00
0028","
01-2001
2406/00
0029","
04-2001
2415/00
0023","
07-2001
2428/00
0027","
10-2001
2433/00
0026","
01-2002
2444/00
0027","
04-2002
2454/00
0028","
07-2002
2463/00
0031","
10-2002
2468/00
0022","
01-2003
2477/00
0027","
04-2003
2508/00
0025","
07-2003
2531/00
0028","
10-2003
2541/00
0027","
01-2004
2555/0
0011","
04-2004
2561/00
0025","
07-2004
2570/00
0022","
10-2004
2577/00
0025","
01-2005
2589/00
0025","
04-2005
2602/00
0019","
07-2005
2616/00
0022","
10-2005
2622/00
0014","
01-2006
2633/00
0017","
04-2006
2640/00
0022","
07-2006
2651/00
0009","
10-2006
2657/00
0020","
01-2007
2672/00
0018","
04-2007
2700/00
0018","
07-2007
2728/00
0009","
10-2007
2735/00
0009","
01-2008
2750/0
0013","
04-2008
2761/00
0021","
07-2008
2769/00
0018","
10-2008
2775/00
0016","
01-2009
2782/00
0010","
04-2009
2798/00
0017","
06-2009
2807/00
0055","
07-2009
2811/00
0010","
10-2009
2815/00
0013","
01-2010
2828/00
0012","
04-2010
2834/00
0012","
07-2010
2843/00
0010","
10-2010
2847/00
0016","
01-2011
2859/00
0011","
04-2011
2885/00
0013","
07-2011
2909/00
0012","
10-2011
2915/00
0017"
MEDIA,5.57,5.57,5.38,5.46,5.23,5.31,5.03,5.15,5.26,5.17,4.81,4.93,4.47,4.95,6.61,5.92,5.82,5.74,5.32,5.48,4.86,5.01,5.39,4.94,4.76,4.93,5.12,5.01,4.92,5.36,5.58,4.75,4.73,4.55,4.43,4.9,4.27,4.11,3.98,3.71,3.48,3.46,3.3,3.41,3.47,3.06
